,Year,Quarter,Name,User_count,Amount
280,2019,4,nagaland,317170,834537138
281,2019,4,mizoram,125239,368689350
282,2019,4,chhattisgarh,16305758,27143788737
283,2019,4,jammu & kashmir,489928,1929695997
284,2019,4,goa,1515272,2923460348
285,2019,4,arunachal pradesh,459475,1190573179
286,2019,4,delhi,80744997,129024467424
287,2019,4,uttarakhand,7362116,12573706305
288,2020,1,puducherry,1207921,2205277477
289,2020,1,tamil nadu,66953473,116569686179
290,2020,1,uttar pradesh,97239132,172416434960
291,2020,1,madhya pradesh,79366746,126737281436
292,2020,1,andhra pradesh,127677357,252737214289
293,2020,1,tripura,924502,1588778806
294,2020,1,lakshadweep,5151,13502368
295,2020,1,manipur,818801,2598590380
296,2020,1,maharashtra,238944081,319995196718
297,2020,1,dadra & nagar haveli & daman & diu,878579,1342763369
298,2020,1,meghalaya,502283,1120134840
299,2020,1,andaman & nicobar islands,41298,161476312
300,2020,1,haryana,44036087,81976214558
301,2020,1,rajasthan,102258812,190308238561
302,2020,1,ladakh,116419,377639677
303,2020,1,punjab,15217784,31374185265
304,2020,1,assam,8808860,20668428347
305,2020,1,jharkhand,18282713,33611232153
306,2020,1,odisha,53682307,91956798199
307,2020,1,bihar,45081815,109256853527
308,2020,1,kerala,15733522,26451084830
309,2020,1,karnataka,271033890,353402054999
310,2020,1,chandigarh,2262511,5126453070
311,2020,1,telangana,199409525,371343780368
312,2020,1,himachal pradesh,4144480,7419466751
313,2020,1,west bengal,66250381,96653305190
314,2020,1,gujarat,47326417,86995076621
315,2020,1,sikkim,528118,1053476271
316,2020,1,nagaland,378051,894780028
317,2020,1,mizoram,153609,392077579
318,2020,1,chhattisgarh,19523991,32860597671
319,2020,1,jammu & kashmir,921630,2937643176
320,2020,1,goa,1881237,3410371231
321,2020,1,arunachal pradesh,567175,1381758681
322,2020,1,delhi,81747604,133616543642
323,2020,1,uttarakhand,9131784,16158080258
324,2020,2,puducherry,1033383,1960030980
325,2020,2,tamil nadu,51870110,95826508896
326,2020,2,uttar pradesh,100851965,178744016130
327,2020,2,madhya pradesh,76340573,147922015289
328,2020,2,andhra pradesh,144917855,302583689746
329,2020,2,tripura,1052520,1769175883
330,2020,2,lakshadweep,7220,16942922
331,2020,2,manipur,1083068,3198936212
332,2020,2,maharashtra,184790761,296359517159
333,2020,2,dadra & nagar haveli & daman & diu,973152,1302376453
334,2020,2,meghalaya,635395,1153735154
335,2020,2,andaman & nicobar islands,62962,169645001
336,2020,2,haryana,41781050,80711264923
337,2020,2,rajasthan,101954656,193763273003
338,2020,2,ladakh,155010,523792998
339,2020,2,punjab,14081294,30284654252
340,2020,2,assam,10505199,19766300125
341,2020,2,jharkhand,20141511,37486201975
342,2020,2,odisha,50028576,91733036612
343,2020,2,bihar,53386742,128806523628
344,2020,2,kerala,16287967,25894078478
345,2020,2,karnataka,213221712,321104877020
346,2020,2,chandigarh,1528010,3847015729
347,2020,2,telangana,152055143,321531839352
348,2020,2,himachal pradesh,4695730,8036904762
349,2020,2,west bengal,57676797,100099431877
350,2020,2,gujarat,47420185,80387846359
351,2020,2,sikkim,517731,1054618788
352,2020,2,nagaland,517566,1137674504
353,2020,2,mizoram,198462,457193433
354,2020,2,chhattisgarh,18820925,32268382206
355,2020,2,jammu & kashmir,2635006,8265648939
356,2020,2,goa,1482092,2183616430
357,2020,2,arunachal pradesh,808774,1826716832
358,2020,2,delhi,66042018,107873438203
359,2020,2,uttarakhand,9047770,16094187702
360,2020,3,puducherry,1730902,3598080229
361,2020,3,tamil nadu,70277825,143841415498
362,2020,3,uttar pradesh,127405259,248689955423
363,2020,3,madhya pradesh,108579881,205701679984
364,2020,3,andhra pradesh,204902935,467084130584
365,2020,3,tripura,1317885,2341819516
366,2020,3,lakshadweep,8589,21306833
367,2020,3,manipur,1420168,4615976120
368,2020,3,maharashtra,268310924,440307079012
369,2020,3,dadra & nagar haveli & daman & diu,1138312,1749789114
370,2020,3,meghalaya,597579,1237059001
371,2020,3,andaman & nicobar islands,117483,338019446
372,2020,3,haryana,57938179,109567950445
373,2020,3,rajasthan,149088676,293678306162
374,2020,3,ladakh,228222,835487500
375,2020,3,punjab,17209573,40123092147
376,2020,3,assam,12397711,29831391259
377,2020,3,jharkhand,27068473,50622615820
378,2020,3,odisha,66033829,122463943804
379,2020,3,bihar,71503748,173328865111
380,2020,3,kerala,21758680,40164150651
381,2020,3,karnataka,300360531,470740515696
382,2020,3,chandigarh,2158086,5089809353
383,2020,3,telangana,236372126,505961144755
384,2020,3,himachal pradesh,5489876,10516054014
385,2020,3,west bengal,79954504,156813355855
386,2020,3,gujarat,59290179,111921752484
387,2020,3,sikkim,596435,1400926728
388,2020,3,nagaland,736319,2009649143
389,2020,3,mizoram,254703,707944175
390,2020,3,chhattisgarh,24148539,41526744807
391,2020,3,jammu & kashmir,3465898,11977229760
392,2020,3,goa,1915531,3368343580
393,2020,3,arunachal pradesh,962827,2609938565
394,2020,3,delhi,96491861,175163962804
395,2020,3,uttarakhand,11818935,22103510968
396,2020,4,puducherry,2716003,4930526217
397,2020,4,tamil nadu,111179701,206473197500
398,2020,4,uttar pradesh,178167517,357428826778
399,2020,4,madhya pradesh,153652541,284275139772
400,2020,4,andhra pradesh,286118552,654841546033
401,2020,4,tripura,1651890,3182130996
402,2020,4,lakshadweep,11650,30111317
403,2020,4,manipur,1627852,5602224558
404,2020,4,maharashtra,407621004,622155530832
405,2020,4,dadra & nagar haveli & daman & diu,1817791,2700511100
406,2020,4,meghalaya,754008,1804242572
407,2020,4,andaman & nicobar islands,224531,627282656
408,2020,4,haryana,83171439,159998504366
409,2020,4,rajasthan,190283435,386034779836
410,2020,4,ladakh,332134,1111963470
411,2020,4,punjab,22997925,53775406479
412,2020,4,assam,15423454,40226611319
413,2020,4,jharkhand,39431633,72805174830
414,2020,4,odisha,92324950,178302663014
415,2020,4,bihar,96591673,238905613136
416,2020,4,kerala,33288187,56755256647
417,2020,4,karnataka,431536984,658036698565
418,2020,4,chandigarh,2912716,6146762901
419,2020,4,telangana,343643787,696350439226
420,2020,4,himachal pradesh,7272328,13989053108
421,2020,4,west bengal,100340645,199165491365
422,2020,4,gujarat,77828547,148393060112
423,2020,4,sikkim,735035,1919275805
424,2020,4,nagaland,847825,2773084870
425,2020,4,mizoram,322607,986522115
426,2020,4,chhattisgarh,35529636,62214974283
427,2020,4,jammu & kashmir,5754444,15380905803
428,2020,4,goa,3801381,6899792747
429,2020,4,arunachal pradesh,1209129,3570264021
430,2020,4,delhi,120540417,216265088224
431,2020,4,uttarakhand,17613271,31792739329
432,2021,1,puducherry,3309432,5899309571
433,2021,1,tamil nadu,136556674,248668143873
434,2021,1,uttar pradesh,204499547,396287587577
435,2021,1,madhya pradesh,201998498,343533954382
436,2021,1,andhra pradesh,289747970,672444670176
437,2021,1,tripura,1511423,3335341569
438,2021,1,lakshadweep,9085,27042782
439,2021,1,manipur,2303535,7070287514
440,2021,1,maharashtra,517860240,769887352153
441,2021,1,dadra & nagar haveli & daman & diu,1925244,2965632911
442,2021,1,meghalaya,747646,2055515277
443,2021,1,andaman & nicobar islands,244752,783706567
444,2021,1,haryana,90252784,168938301082
445,2021,1,rajasthan,252730919,491492581657
446,2021,1,ladakh,275415,983419813
447,2021,1,punjab,26770835,58690887091
448,2021,1,assam,19512060,51326464546
449,2021,1,jharkhand,44621663,83749353123
450,2021,1,odisha,111460358,213397736188
451,2021,1,bihar,114932477,280973649701
452,2021,1,kerala,42316342,69260970161
453,2021,1,karnataka,523797492,754995357412
454,2021,1,chandigarh,3970237,7596420859
455,2021,1,telangana,412572110,799359264046
456,2021,1,himachal pradesh,7614029,14120546909
457,2021,1,west bengal,118254052,242937207475
458,2021,1,gujarat,94774565,183700780713
459,2021,1,sikkim,800189,2217667726
460,2021,1,nagaland,975897,3107450484
461,2021,1,mizoram,329575,1101105586
462,2021,1,chhattisgarh,39436437,69409843261
463,2021,1,jammu & kashmir,6997570,17138349893
464,2021,1,goa,5331549,9757242879
465,2021,1,arunachal pradesh,1177456,3813779079
466,2021,1,delhi,157359004,266928345043
467,2021,1,uttarakhand,20608402,36288189399
468,2021,2,puducherry,3751387,6498834696
469,2021,2,tamil nadu,146158442,263487341026
470,2021,2,uttar pradesh,241949131,482172489166
471,2021,2,madhya pradesh,223314680,425500768035
472,2021,2,andhra pradesh,352767134,850737499108
473,2021,2,tripura,1744429,3468154361
474,2021,2,lakshadweep,11384,27383463
475,2021,2,manipur,3086275,7889827962
476,2021,2,maharashtra,573616486,915115055623
477,2021,2,dadra & nagar haveli & daman & diu,2125083,3157668461
478,2021,2,meghalaya,909594,2193617254
479,2021,2,andaman & nicobar islands,341414,899147016
480,2021,2,haryana,105680856,200357354238
481,2021,2,rajasthan,287477039,561702765169
482,2021,2,ladakh,399716,1427259095
483,2021,2,punjab,32171248,69531058562
484,2021,2,assam,25432905,59192473376
485,2021,2,jharkhand,54002145,104432643311
486,2021,2,odisha,131824337,245864117477
487,2021,2,bihar,155603622,374580255186
488,2021,2,kerala,47191033,74226806436
489,2021,2,karnataka,530649046,837887151230
490,2021,2,chandigarh,4417547,8417673939
491,2021,2,telangana,495867544,1027958332797
492,2021,2,himachal pradesh,9483902,16495634539
493,2021,2,west bengal,141897437,279434811058
494,2021,2,gujarat,111841396,210162054552
495,2021,2,sikkim,976714,2424899579
496,2021,2,nagaland,1130791,3156293963
497,2021,2,mizoram,394340,1122874473
498,2021,2,chhattisgarh,44689420,78728771259
499,2021,2,jammu & kashmir,10027819,22813755428
500,2021,2,goa,4710135,8012853587
501,2021,2,arunachal pradesh,1568338,4456425616
502,2021,2,delhi,170157264,281941097684
503,2021,2,uttarakhand,24000432,40990817874
504,2021,3,puducherry,5121726,8729974431
505,2021,3,tamil nadu,204357404,365207323053
506,2021,3,uttar pradesh,306543384,557080841279
507,2021,3,madhya pradesh,311443334,504412603851
508,2021,3,andhra pradesh,432032550,984218035564
509,2021,3,tripura,2081200,4364133768
510,2021,3,lakshadweep,13370,38803163
511,2021,3,manipur,3941396,10406861028
512,2021,3,maharashtra,792874060,1159257305167
513,2021,3,dadra & nagar haveli & daman & diu,3129470,4305939102
514,2021,3,meghalaya,1097731,2769000451
515,2021,3,andaman & nicobar islands,449764,1310024395
516,2021,3,haryana,140459693,240827092259
517,2021,3,rajasthan,400284753,710511328542
518,2021,3,ladakh,590987,2213984743
519,2021,3,punjab,42533489,85992560840
520,2021,3,assam,33504441,75700499273
521,2021,3,jharkhand,70795702,121891015118
522,2021,3,odisha,177362674,303780718933
523,2021,3,bihar,187671113,397062760956
524,2021,3,kerala,63028266,101686161773
525,2021,3,karnataka,753296539,1133234739157
526,2021,3,chandigarh,6649378,11815883004
527,2021,3,telangana,622886768,1178289126292
528,2021,3,himachal pradesh,12064167,21310262071
529,2021,3,west bengal,181712988,362457066256
530,2021,3,gujarat,149248407,272624626113
531,2021,3,sikkim,1160594,2989336863
532,2021,3,nagaland,1356792,3987416848
533,2021,3,mizoram,478529,1473748650
534,2021,3,chhattisgarh,64237938,104606108262
535,2021,3,jammu & kashmir,13151041,31598443648
536,2021,3,goa,6467763,10478425592
537,2021,3,arunachal pradesh,1906967,5678124175
538,2021,3,delhi,238760608,383858316548
539,2021,3,uttarakhand,31042284,50527496783
540,2021,4,puducherry,6368810,10423651801
541,2021,4,tamil nadu,259155976,443723952594
542,2021,4,uttar pradesh,406157932,773890970072
543,2021,4,madhya pradesh,404308084,656887492404
544,2021,4,andhra pradesh,522254003,1156264447083
545,2021,4,tripura,2520693,5496929464
546,2021,4,lakshadweep,15470,50998185
547,2021,4,manipur,4687439,12658472038
548,2021,4,maharashtra,1010731502,1475358473128
549,2021,4,dadra & nagar haveli & daman & diu,4157085,5565839386
550,2021,4,meghalaya,1440193,3848765400
551,2021,4,andaman & nicobar islands,636123,1932610101
552,2021,4,haryana,169686975,309240599300
553,2021,4,rajasthan,487621597,903934418544
554,2021,4,ladakh,630187,2153535138
555,2021,4,punjab,52359360,110710126241
556,2021,4,assam,46020361,104184967893
557,2021,4,jharkhand,96009042,166017119003
558,2021,4,odisha,233925366,385251049689
559,2021,4,bihar,245126945,519371614068
560,2021,4,kerala,81823741,123342136943
561,2021,4,karnataka,931725438,1375471324349
562,2021,4,chandigarh,7898903,14373583510
563,2021,4,telangana,775989773,1463758189500
564,2021,4,himachal pradesh,14666864,26136220500
565,2021,4,west bengal,225029560,462218037262
566,2021,4,gujarat,182987325,342382580053
567,2021,4,sikkim,1584345,4196783261
568,2021,4,nagaland,1631483,4939083784
569,2021,4,mizoram,553329,1770665741
570,2021,4,chhattisgarh,84717494,136399110518
571,2021,4,jammu & kashmir,16790628,38926237425
572,2021,4,goa,11088759,18627257115
573,2021,4,arunachal pradesh,2390598,6943510352
574,2021,4,delhi,292683359,488695314062
575,2021,4,uttarakhand,40361280,66148108159
576,2022,1,puducherry,7359176,12083474905
577,2022,1,tamil nadu,294573150,512789201600
578,2022,1,uttar pradesh,473953246,883123174117
579,2022,1,madhya pradesh,472703058,747665139599
580,2022,1,andhra pradesh,582603911,1294320646554
581,2022,1,tripura,2871190,6247329764
582,2022,1,lakshadweep,16397,54939432
583,2022,1,manipur,5313679,14144501078
584,2022,1,maharashtra,1169506438,1681399273981
585,2022,1,dadra & nagar haveli & daman & diu,4802803,6237048367
586,2022,1,meghalaya,1674750,4662338331
587,2022,1,andaman & nicobar islands,794748,2129030202
588,2022,1,haryana,191988609,341304042652
589,2022,1,rajasthan,564962220,1022050180980
590,2022,1,ladakh,630015,2025040918
591,2022,1,punjab,57758302,118389978105
592,2022,1,assam,58889886,132280437892
593,2022,1,jharkhand,110911210,194700207087
594,2022,1,odisha,263633499,451227311779
595,2022,1,bihar,284390434,611411695731
596,2022,1,kerala,95280965,139988942464
597,2022,1,karnataka,1057855407,1566649488305
598,2022,1,chandigarh,8600491,15174991549
599,2022,1,telangana,886453385,1670638169828
600,2022,1,himachal pradesh,16088180,26518447439
601,2022,1,west bengal,260505092,551426663209
602,2022,1,gujarat,210547146,392548092253
603,2022,1,sikkim,1744302,4367431275
604,2022,1,nagaland,1925952,5544951708
605,2022,1,mizoram,604917,1945158963
606,2022,1,chhattisgarh,97413292,157847045454
607,2022,1,jammu & kashmir,16245311,33147863626
608,2022,1,goa,12214098,19816445402
609,2022,1,arunachal pradesh,2804068,7828091628
610,2022,1,delhi,330999861,536964920836
611,2022,1,uttarakhand,44560772,70978782500
612,2022,2,puducherry,8643687,13778745255
613,2022,2,tamil nadu,354506937,590134727678
614,2022,2,uttar pradesh,595298776,1067515182419
615,2022,2,madhya pradesh,544899829,867024737328
616,2022,2,andhra pradesh,671134030,1479853948202
617,2022,2,tripura,3418664,6878271042
618,2022,2,lakshadweep,17569,55929601
619,2022,2,manipur,6105632,14922910635
620,2022,2,maharashtra,1407533113,2006272382175
621,2022,2,dadra & nagar haveli & daman & diu,5759771,6995159780
622,2022,2,meghalaya,2044649,5281491421
623,2022,2,andaman & nicobar islands,1071217,2685920350
624,2022,2,haryana,234699962,395234035249
625,2022,2,rajasthan,661170150,1152833518600
626,2022,2,ladakh,1118073,3543318177
627,2022,2,punjab,72272823,137345426369
628,2022,2,assam,76334725,153111042086
629,2022,2,jharkhand,132925275,225636227828
630,2022,2,odisha,313451598,510035012340
631,2022,2,bihar,360145029,754461454966
632,2022,2,kerala,106365322,154696329549
633,2022,2,karnataka,1277448960,1867146114059
634,2022,2,chandigarh,10772489,17283500158
635,2022,2,telangana,1063382557,1951414544517
636,2022,2,himachal pradesh,21291371,33709107958
637,2022,2,west bengal,315742141,648575179584
638,2022,2,gujarat,252052796,446798000976
639,2022,2,sikkim,2322081,5611105670
640,2022,2,nagaland,2031329,5740285349
641,2022,2,mizoram,643977,2003186567
642,2022,2,chhattisgarh,116584048,181181677163
643,2022,2,jammu & kashmir,23813747,46254290836
